ID_PRC;ID_LOGRADOURO;TIPO_LOGRADOURO;NOME_LOGRADOURO;GEOMETRIA
18;43636;PRACA;FLORIANO PEIXOTO;POLYGON ((613097.21 7796594.27, 613100.39 7796595.22, 613102.08 7796597.55, 613127.48 7796696.90, 613129.59 7796706.22, 613123.77 7796707.91, 613120.44 7796709.00, 613118.64 7796709.48, 613117.04 7796709.96, 613090.56 7796716.33, 613022.94 7796734.58, 613020.60 7796734.90, 613018.91 7796732.57, 612988.86 7796624.54, 612988.65 7796622.84, 612990.34 7796621.36, 613052.77 7796606.02, 613097.21 7796594.27))
1197;304694;PRACA;LUANA GOMES MACHADO;POLYGON ((604335.14 7791264.52, 604335.08 7791266.43, 604334.90 7791268.34, 604334.62 7791270.23, 604334.23 7791272.09, 604333.71 7791273.94, 604333.09 7791275.74, 604332.36 7791277.50, 604331.53 7791279.21, 604330.60 7791280.86, 604329.57 7791282.45, 604328.45 7791283.97, 604327.24 7791285.42, 604325.94 7791286.78, 604324.57 7791288.05, 604323.11 7791289.24, 604321.59 7791290.33, 604320.02 7791291.32, 604318.38 7791292.21, 604316.69 7791292.98, 604314.95 7791293.66, 604313.19 7791294.22, 604311.39 7791294.66, 604309.57 7791294.98, 604307.73 7791295.19, 604305.89 7791295.28, 604304.05 7791295.25, 604302.20 7791295.10, 604300.38 7791294.84, 604298.55 7791294.45, 604296.77 7791293.95, 604295.02 7791293.33, 604293.31 7791292.62, 604291.65 7791291.78, 604290.04 7791290.84, 604288.49 7791289.79, 604287.01 7791288.66, 604285.60 7791287.43, 604284.26 7791286.11, 604283.00 7791284.70, 604281.84 7791283.22, 604280.76 7791281.66, 604279.78 7791280.04, 604278.89 7791278.36, 604278.11 7791276.62, 604277.44 7791274.84, 604276.88 7791273.02, 604276.41 7791271.16, 604276.08 7791269.28, 604275.84 7791267.38, 604275.73 7791265.47, 604275.73 7791263.57, 604275.84 7791261.66, 604276.08 7791259.76, 604276.41 7791257.88, 604276.88 7791256.02, 604277.44 7791254.20, 604278.11 7791252.42, 604278.89 7791250.69, 604279.78 7791249.01, 604280.76 7791247.39, 604281.84 7791245.83, 604283.00 7791244.35, 604284.26 7791242.94, 604285.60 7791241.62, 604287.01 7791240.39, 604288.49 7791239.26, 604290.04 7791238.21, 604291.65 7791237.27, 604293.31 7791236.43, 604295.02 7791235.72, 604296.77 7791235.10, 604298.55 7791234.60, 604300.38 7791234.21, 604302.20 7791233.95, 604304.05 7791233.80, 604305.89 7791233.77, 604307.73 7791233.86, 604309.57 7791234.07, 604311.39 7791234.39, 604313.19 7791234.83, 604314.95 7791235.39, 604316.69 7791236.07, 604318.38 7791236.84, 604320.02 7791237.73, 604321.59 7791238.72, 604323.11 7791239.81, 604324.57 7791241.00, 604325.94 7791242.27, 604327.24 7791243.63, 604328.45 7791245.08, 604329.57 7791246.60, 604330.60 7791248.19, 604331.53 7791249.84, 604332.36 7791251.55, 604333.09 7791253.30, 604333.71 7791255.10, 604334.23 7791256.95, 604334.62 7791258.81, 604334.90 7791260.70, 604335.08 7791262.61, 604335.14 7791264.52))
20;303387;PRACA;ERNESTO CHE GUEVARA;POLYGON ((617107.46 7796953.30, 617093.99 7796951.46, 617098.09 7796926.10, 617104.11 7796893.82, 617114.05 7796845.44, 617117.80 7796831.95, 617120.77 7796820.54, 617129.61 7796822.84, 617126.64 7796834.25, 617118.24 7796876.27, 617106.92 7796929.35, 617106.57 7796935.56, 617106.48 7796942.58, 617106.47 7796950.48, 617107.46 7796953.30))
21;78834;PRACA;EROTIDES DA SILVA;POLYGON ((615823.71 7797229.21, 615752.96 7797193.26, 615808.74 7797196.59, 615831.52 7797198.24, 615823.71 7797229.21))
22;62487;PRACA;SAO FRANCISCO DE CHAGAS;POLYGON ((608779.50 7797925.93, 608776.68 7797917.05, 608841.89 7797874.39, 608851.31 7797904.49, 608779.50 7797925.93))
257;13719;PRACA;PEDRO CARAM ZUQUIM;POLYGON ((604757.67 7801238.64, 604757.60 7801240.27, 604757.46 7801241.89, 604757.19 7801243.49, 604756.84 7801245.09, 604756.38 7801246.65, 604755.83 7801248.19, 604755.19 7801249.69, 604754.45 7801251.14, 604753.61 7801252.55, 604752.68 7801253.90, 604751.69 7801255.19, 604750.61 7801256.42, 604749.44 7801257.58, 604748.23 7801258.67, 604746.93 7801259.68, 604745.58 7801260.62, 604744.17 7801261.46, 604742.70 7801262.21, 604741.20 7801262.88, 604739.66 7801263.45, 604738.09 7801263.92, 604736.49 7801264.30, 604734.85 7801264.58, 604733.21 7801264.76, 604731.56 7801264.83, 604729.92 7801264.80, 604728.28 7801264.68, 604726.64 7801264.45, 604725.03 7801264.12, 604723.44 7801263.69, 604721.87 7801263.17, 604720.36 7801262.56, 604718.86 7801261.84, 604717.43 7801261.05, 604716.04 7801260.16, 604714.72 7801259.19, 604713.46 7801258.14, 604712.27 7801257.02, 604711.15 7801255.82, 604710.11 7801254.55, 604709.15 7801253.23, 604708.27 7801251.86, 604707.49 7801250.42, 604706.79 7801248.94, 604706.20 7801247.42, 604705.69 7801245.88, 604705.28 7801244.30, 604704.98 7801242.70, 604704.76 7801241.09, 604704.66 7801239.45, 604704.66 7801237.83, 604704.76 7801236.20, 604704.98 7801234.58, 604705.28 7801232.98, 604705.69 7801231.40, 604706.20 7801229.85, 604706.79 7801228.33, 604707.49 7801226.86, 604708.27 7801225.42, 604709.15 7801224.04, 604710.11 7801222.72, 604711.15 7801221.44, 604712.27 7801220.24, 604713.46 7801219.12, 604714.72 7801218.07, 604716.04 7801217.10, 604717.43 7801216.21, 604718.86 7801215.42, 604720.36 7801214.70, 604721.87 7801214.09, 604723.44 7801213.57, 604725.03 7801213.14, 604726.64 7801212.81, 604728.28 7801212.58, 604729.92 7801212.46, 604731.56 7801212.43, 604733.21 7801212.50, 604734.85 7801212.68, 604736.49 7801212.96, 604738.09 7801213.34, 604739.66 7801213.81, 604741.20 7801214.38, 604742.70 7801215.05, 604744.17 7801215.80, 604745.58 7801216.64, 604746.93 7801217.58, 604748.23 7801218.59, 604749.44 7801219.68, 604750.61 7801220.84, 604751.69 7801222.07, 604752.68 7801223.37, 604753.61 7801224.72, 604754.45 7801226.13, 604755.19 7801227.59, 604755.83 7801229.08, 604756.38 7801230.62, 604756.84 7801232.19, 604757.19 7801233.78, 604757.46 7801235.39, 604757.60 7801237.02, 604757.67 7801238.64))
258;74962;PRACA;ENGENHEIRO JORGE MANSUR;POLYGON ((606513.93 7802210.25, 606513.90 7802211.26, 606513.80 7802212.25, 606513.64 7802213.24, 606513.43 7802214.22, 606513.15 7802215.18, 606512.81 7802216.12, 606512.41 7802217.04, 606511.95 7802217.94, 606511.45 7802218.80, 606510.88 7802219.63, 606510.27 7802220.43, 606509.60 7802221.18, 606508.89 7802221.90, 606508.14 7802222.57, 606507.35 7802223.19, 606506.52 7802223.76, 606505.65 7802224.28, 606504.76 7802224.75, 606503.84 7802225.15, 606502.89 7802225.50, 606501.91 7802225.80, 606500.94 7802226.03, 606499.94 7802226.20, 606498.94 7802226.31, 606497.93 7802226.35, 606496.92 7802226.34, 606495.91 7802226.26, 606494.91 7802226.12, 606493.92 7802225.92, 606492.93 7802225.66, 606491.98 7802225.34, 606491.05 7802224.96, 606490.14 7802224.52, 606489.26 7802224.03, 606488.41 7802223.48, 606487.59 7802222.89, 606486.82 7802222.24, 606486.09 7802221.55, 606485.41 7802220.81, 606484.77 7802220.03, 606484.18 7802219.22, 606483.64 7802218.37, 606483.15 7802217.49, 606482.73 7802216.59, 606482.37 7802215.65, 606482.05 7802214.70, 606481.79 7802213.73, 606481.62 7802212.75, 606481.49 7802211.75, 606481.43 7802210.76, 606481.43 7802209.75, 606481.49 7802208.76, 606481.62 7802207.76, 606481.79 7802206.78, 606482.05 7802205.81, 606482.37 7802204.87, 606482.73 7802203.93, 606483.15 7802203.03, 606483.64 7802202.15, 606484.18 7802201.30, 606484.77 7802200.49, 606485.41 7802199.71, 606486.09 7802198.98, 606486.82 7802198.30, 606487.59 7802197.65, 606488.41 7802197.06, 606489.26 7802196.51, 606490.14 7802196.02, 606491.05 7802195.58, 606491.98 7802195.20, 606492.93 7802194.88, 606493.92 7802194.62, 606494.91 7802194.42, 606495.91 7802194.28, 606496.92 7802194.20, 606497.93 7802194.19, 606498.94 7802194.23, 606499.94 7802194.34, 606500.94 7802194.51, 606501.91 7802194.74, 606502.89 7802195.04, 606503.84 7802195.39, 606504.76 7802195.79, 606505.65 7802196.26, 606506.52 7802196.78, 606507.35 7802197.35, 606508.14 7802197.97, 606508.89 7802198.64, 606509.60 7802199.34, 606510.27 7802200.09, 606510.88 7802200.89, 606511.45 7802201.72, 606511.95 7802202.58, 606512.41 7802203.48, 606512.81 7802204.40, 606513.15 7802205.33, 606513.43 7802206.29, 606513.64 7802207.27, 606513.80 7802208.26, 606513.90 7802209.25, 606513.93 7802210.25))
259;75748;PRACA;PIETA;POLYGON ((604579.27 7798617.40, 604578.87 7798618.19, 604577.83 7798619.45, 604577.25 7798620.13, 604576.13 7798620.84, 604575.05 7798621.07, 604573.93 7798621.16, 604572.99 7798620.89, 604572.13 7798620.39, 604571.10 7798619.63, 604570.24 7798618.42, 604568.76 7798615.11, 604568.23 7798613.81, 604568.18 7798612.55, 604568.31 7798611.43, 604568.58 7798610.66, 604568.99 7798609.90, 604569.57 7798609.32, 604570.69 7798609.05, 604572.22 7798608.78, 604574.59 7798609.09, 604576.70 7798610.48, 604578.32 7798612.46, 604579.18 7798614.79, 604579.27 7798616.14, 604579.27 7798617.40))
266;55469;PRACA;PROFESSOR CORREA NETO;POLYGON ((610206.03 7799035.98, 610252.98 7798942.80, 610313.32 7798974.21, 610269.02 7799061.57, 610263.74 7799065.23, 610207.25 7799038.42, 610206.03 7799035.98))
2879;304675;PRACA;LARGO LUIS DE CAMOES;POLYGON ((610378.99 7795514.95, 610391.28 7795560.08, 610387.21 7795559.86, 610385.78 7795558.98, 610383.81 7795556.34, 610377.85 7795549.43, 610365.52 7795534.78, 610367.77 7795534.07, 610370.55 7795532.71, 610372.62 7795531.29, 610373.81 7795530.40, 610376.24 7795526.73, 610377.06 7795523.65, 610377.60 7795521.52, 610377.77 7795519.04, 610377.54 7795516.67, 610377.30 7795515.54, 610378.99 7795514.95))
4708;313870;PRACA;REITOR NEY SOARES;POLYGON ((606969.22 7789942.58, 606957.56 7790005.75, 606955.55 7790018.61, 606953.76 7790019.89, 606951.35 7790020.98, 606936.90 7790018.05, 606931.52 7790017.21, 606931.50 7790017.20, 606902.90 7789982.45, 606901.26 7789980.36, 606900.58 7789977.39, 606901.31 7789974.34, 606902.90 7789971.74, 606907.56 7789965.62, 606920.96 7789953.12, 606945.84 7789932.56, 606951.73 7789928.36, 606955.39 7789927.75, 606959.50 7789928.25, 606962.35 7789929.40, 606962.79 7789929.57, 606965.27 7789931.21, 606966.91 7789933.36, 606968.40 7789936.65, 606969.22 7789942.58))
4808;313899;PRACA;JOGOS;POLYGON ((609645.04 7800860.58, 609627.29 7800869.74, 609626.00 7800866.77, 609633.47 7800850.05, 609636.46 7800848.44, 609640.46 7800853.75, 609643.04 7800857.54, 609645.04 7800860.58))
5088;313993;PRACA;CINCO MIL CENTO E OITENTA E OITO;POLYGON ((612366.80 7802652.35, 612367.78 7802648.04, 612370.33 7802639.88, 612371.13 7802634.42, 612376.91 7802636.77, 612380.56 7802638.65, 612384.21 7802640.77, 612386.75 7802641.84, 612388.18 7802642.62, 612389.58 7802643.61, 612391.19 7802644.94, 612392.37 7802646.35, 612393.69 7802647.72, 612394.53 7802649.87, 612394.95 7802651.91, 612395.36 7802654.91, 612394.66 7802659.38, 612393.89 7802659.16, 612388.51 7802657.69, 612366.80 7802652.35))
462;302731;PRACA;MARIA DO SABIA;POLYGON ((611619.40 7807776.45, 611619.39 7807776.77, 611619.36 7807777.08, 611619.31 7807777.39, 611619.25 7807777.69, 611619.16 7807777.99, 611619.05 7807778.29, 611618.92 7807778.57, 611618.78 7807778.86, 611618.61 7807779.12, 611618.42 7807779.39, 611618.23 7807779.63, 611618.03 7807779.87, 611617.80 7807780.09, 611617.56 7807780.30, 611617.30 7807780.49, 611617.04 7807780.66, 611616.77 7807780.83, 611616.49 7807780.97, 611616.18 7807781.10, 611615.88 7807781.21, 611615.58 7807781.30, 611615.27 7807781.38, 611614.94 7807781.42, 611614.63 7807781.46, 611614.31 7807781.47, 611613.98 7807781.47, 611613.66 7807781.45, 611613.34 7807781.40, 611613.03 7807781.34, 611612.72 7807781.26, 611612.40 7807781.16, 611612.11 7807781.03, 611611.83 7807780.90, 611611.54 7807780.75, 611611.27 7807780.58, 611611.01 7807780.40, 611610.77 7807780.19, 611610.53 7807779.97, 611610.31 7807779.75, 611610.11 7807779.50, 611609.92 7807779.25, 611609.76 7807778.99, 611609.60 7807778.71, 611609.46 7807778.43, 611609.34 7807778.15, 611609.25 7807777.84, 611609.17 7807777.55, 611609.11 7807777.24, 611609.07 7807776.93, 611609.05 7807776.61, 611609.05 7807776.31, 611609.07 7807775.99, 611609.11 7807775.68, 611609.17 7807775.37, 611609.25 7807775.08, 611609.34 7807774.77, 611609.46 7807774.49, 611609.60 7807774.21, 611609.76 7807773.93, 611609.92 7807773.67, 611610.11 7807773.41, 611610.31 7807773.16, 611610.53 7807772.94, 611610.77 7807772.72, 611611.01 7807772.51, 611611.27 7807772.33, 611611.54 7807772.16, 611611.83 7807772.01, 611612.11 7807771.88, 611612.40 7807771.75, 611612.72 7807771.65, 611613.03 7807771.57, 611613.34 7807771.51, 611613.66 7807771.46, 611613.98 7807771.44, 611614.31 7807771.44, 611614.63 7807771.45, 611614.94 7807771.49, 611615.27 7807771.53, 611615.58 7807771.61, 611615.88 7807771.70, 611616.18 7807771.81, 611616.49 7807771.94, 611616.77 7807772.08, 611617.04 7807772.25, 611617.30 7807772.42, 611617.56 7807772.61, 611617.80 7807772.82, 611618.03 7807773.04, 611618.23 7807773.28, 611618.42 7807773.52, 611618.61 7807773.79, 611618.78 7807774.06, 611618.92 7807774.35, 611619.05 7807774.63, 611619.16 7807774.93, 611619.25 7807775.22, 611619.31 7807775.53, 611619.36 7807775.84, 611619.39 7807776.15, 611619.40 7807776.45))
2639;311566;PRACA;DOUTORA CRISTIANI MOREIRA;POLYGON ((598760.17 7791057.83, 598772.36 7791041.18, 598782.86 7791052.81, 598783.42 7791054.20, 598783.23 7791055.69, 598782.40 7791056.90, 598781.10 7791058.01, 598779.42 7791059.13, 598776.82 7791059.50, 598773.59 7791059.64, 598760.17 7791057.83))
2658;26314;PRACA;ESTEVAO LUNARDI;MULTIPOLYGON (((613207.12 7797980.42, 613206.71 7797979.40, 613205.83 7797978.21, 613205.29 7797977.71, 613204.77 7797977.23, 613203.60 7797976.77, 613201.67 7797976.51, 613196.73 7797977.10, 613193.71 7797977.47, 613191.87 7797977.37, 613181.31 7797975.61, 613179.46 7797975.10, 613178.26 7797974.08, 613176.77 7797973.14, 613175.00 7797972.30, 613173.25 7797972.14, 613171.52 7797972.61, 613170.30 7797973.45, 613170.03 7797973.64, 613169.14 7797975.46, 613164.86 7797955.62, 613171.46 7797955.64, 613185.32 7797957.68, 613196.23 7797960.52, 613202.70 7797963.59, 613205.66 7797966.43, 613207.12 7797980.42)), ((613187.94 7797934.85, 613185.67 7797935.54, 613182.94 7797935.42, 613167.00 7797933.32, 613170.13 7797928.46, 613176.52 7797923.65, 613177.83 7797922.69, 613178.12 7797923.20, 613181.39 7797921.39, 613186.29 7797920.14, 613187.95 7797919.06, 613191.90 7797917.94, 613189.41 7797933.26, 613187.94 7797934.85)), ((613211.95 7797942.27, 613210.93 7797943.35, 613209.71 7797943.11, 613206.83 7797942.12, 613199.52 7797939.11, 613199.18 7797938.09, 613203.57 7797921.62, 613205.38 7797921.63, 613208.30 7797924.42, 613211.06 7797926.47, 613214.63 7797928.56, 613216.72 7797930.02, 613217.12 7797931.22, 613214.96 7797933.60, 613213.38 7797936.50, 613211.95 7797942.27)))
3000;311912;PRACA;MARIA STELA;POLYGON ((613578.31 7805234.79, 613567.83 7805224.63, 613564.87 7805220.87, 613563.56 7805217.26, 613562.58 7805211.85, 613563.73 7805206.93, 613566.35 7805199.23, 613567.83 7805197.75, 613574.05 7805195.46, 613582.58 7805195.62, 613593.23 7805203.66, 613600.77 7805211.20, 613605.35 7805216.93, 613606.51 7805221.84, 613606.01 7805227.42, 613604.21 7805232.66, 613601.10 7805235.78, 613597.00 7805238.56, 613592.24 7805239.71, 613584.87 7805238.89, 613581.59 7805237.58, 613578.31 7805234.79))
3024;311937;PRACA;JORGE DA SILVEIRA;POLYGON ((614968.21 7808242.16, 614945.12 7808162.13, 614951.35 7808161.30, 614951.98 7808161.26, 614997.56 7808216.31, 614993.01 7808220.00, 614990.90 7808223.33, 614968.21 7808242.16))
399;115430;PRACA;ELIAS KALIL;POLYGON ((604835.02 7805977.08, 604834.98 7805978.24, 604834.93 7805979.38, 604834.78 7805980.52, 604834.57 7805981.65, 604834.30 7805982.78, 604833.96 7805983.87, 604833.55 7805984.93, 604833.09 7805985.97, 604832.56 7805986.98, 604831.97 7805987.95, 604831.34 7805988.87, 604830.65 7805989.76, 604829.90 7805990.60, 604829.10 7805991.39, 604828.28 7805992.12, 604827.39 7805992.80, 604826.48 7805993.41, 604825.53 7805993.98, 604824.55 7805994.47, 604823.54 7805994.90, 604822.51 7805995.26, 604821.46 7805995.55, 604820.38 7805995.76, 604819.31 7805995.92, 604818.24 7805996.00, 604817.15 7805996.01, 604816.06 7805995.94, 604814.98 7805995.81, 604813.91 7805995.60, 604812.85 7805995.33, 604811.82 7805994.98, 604810.81 7805994.58, 604809.81 7805994.10, 604808.85 7805993.56, 604807.93 7805992.95, 604807.03 7805992.29, 604806.20 7805991.57, 604805.39 7805990.79, 604804.64 7805989.97, 604803.92 7805989.10, 604803.28 7805988.17, 604802.68 7805987.21, 604802.13 7805986.21, 604801.65 7805985.19, 604801.24 7805984.12, 604800.87 7805983.04, 604800.59 7805981.92, 604800.36 7805980.80, 604800.19 7805979.66, 604800.11 7805978.52, 604800.08 7805977.37, 604800.12 7805976.22, 604800.23 7805975.08, 604800.41 7805973.95, 604800.64 7805972.81, 604800.96 7805971.71, 604801.32 7805970.62, 604801.76 7805969.57, 604802.26 7805968.55, 604802.82 7805967.56, 604803.42 7805966.60, 604804.10 7805965.70, 604804.81 7805964.83, 604805.58 7805964.02, 604806.38 7805963.26, 604807.25 7805962.55, 604808.15 7805961.90, 604809.08 7805961.32, 604810.05 7805960.79, 604811.05 7805960.34, 604812.06 7805959.94, 604813.10 7805959.61, 604814.17 7805959.36, 604815.24 7805959.17, 604816.32 7805959.05, 604817.41 7805959.01, 604818.49 7805959.04, 604819.56 7805959.14, 604820.64 7805959.30, 604821.71 7805959.55, 604822.76 7805959.85, 604823.78 7805960.23, 604824.78 7805960.67, 604825.76 7805961.19, 604826.70 7805961.77, 604827.61 7805962.39, 604828.46 7805963.09, 604829.30 7805963.84, 604830.09 7805964.64, 604830.81 7805965.49, 604831.49 7805966.39, 604832.12 7805967.32, 604832.69 7805968.31, 604833.20 7805969.32, 604833.66 7805970.36, 604834.05 7805971.45, 604834.37 7805972.55, 604834.62 7805973.68, 604834.83 7805974.81, 604834.93 7805975.95, 604835.02 7805977.08))
400;129992;PRACA;SAO JOSE;POLYGON ((604282.43 7807318.54, 604281.99 7807320.15, 604281.48 7807322.93, 604278.85 7807328.78, 604274.60 7807336.39, 604272.19 7807339.39, 604270.29 7807341.87, 604266.85 7807327.24, 604264.73 7807320.44, 604263.73 7807317.27, 604263.82 7807315.40, 604264.57 7807314.32, 604266.26 7807313.99, 604282.43 7807318.54))
401;107591;PRACA;SAO JOSE;POLYGON ((604998.34 7808252.07, 604998.43 7808251.39, 604998.43 7808250.68, 604998.43 7808250.01, 604998.77 7808249.30, 604998.90 7808248.61, 604999.24 7808247.93, 604999.46 7808247.23, 604999.66 7808246.53, 605000.12 7808245.99, 605000.55 7808245.43, 605000.89 7808244.75, 605001.45 7808244.20, 605001.93 7808243.77, 605002.46 7808243.22, 605003.02 7808242.79, 605003.69 7808242.36, 605004.14 7808241.95, 605004.80 7808241.70, 605005.61 7808241.42, 605006.03 7808241.11, 605006.70 7808240.89, 605007.49 7808240.71, 605008.16 7808240.59, 605008.94 7808240.59, 605009.64 7808240.59, 605010.28 7808240.59, 605011.06 7808240.59, 605011.75 7808240.71, 605012.41 7808240.89, 605013.08 7808241.00, 605013.85 7808241.28, 605014.54 7808241.54, 605014.98 7808241.84, 605015.77 7808242.25, 605016.43 7808242.54, 605016.86 7808243.08, 605017.44 7808243.51, 605017.86 7808244.03, 605018.33 7808244.45, 605018.74 7808245.03, 605019.22 7808245.70, 605019.66 7808246.28, 605019.99 7808246.94, 605020.21 7808247.52, 605020.56 7808248.18, 605020.88 7808248.89, 605020.88 7808249.59, 605021.03 7808250.26, 605021.12 7808251.07, 605021.12 7808251.81, 605021.12 7808252.48, 605021.12 7808253.22, 605021.03 7808254.03, 605020.88 7808254.69, 605020.88 7808255.39, 605020.56 7808256.10, 605020.21 7808256.76, 605019.99 7808257.34, 605019.66 7808258.00, 605019.22 7808258.58, 605018.74 7808259.25, 605018.33 7808259.83, 605017.86 7808260.25, 605017.44 7808260.77, 605016.86 7808261.20, 605016.43 7808261.74, 605015.77 7808262.03, 605014.98 7808262.44, 605014.54 7808262.74, 605013.85 7808263.00, 605013.08 7808263.28, 605012.41 7808263.39, 605011.75 7808263.57, 605011.06 7808263.69, 605010.28 7808263.69, 605009.64 7808263.69, 605008.94 7808263.69, 605008.16 7808263.69, 605007.49 7808263.57, 605006.70 7808263.39, 605006.03 7808263.17, 605005.61 7808262.86, 605004.80 7808262.58, 605004.14 7808262.33, 605003.69 7808261.92, 605003.02 7808261.49, 605002.46 7808261.06, 605001.93 7808260.51, 605001.45 7808260.08, 605000.89 7808259.53, 605000.55 7808258.85, 605000.12 7808258.29, 604999.66 7808257.75, 604999.46 7808257.05, 604999.24 7808256.35, 604998.90 7808255.67, 604998.77 7808254.98, 604998.43 7808254.28, 604998.43 7808253.61, 604998.43 7808252.90, 604998.34 7808252.07))
461;303820;PRACA;UM MIL E DEZENOVE;POLYGON ((610831.49 7807724.26, 610834.12 7807726.31, 610835.87 7807729.53, 610836.01 7807731.28, 610835.58 7807734.06, 610834.48 7807735.82, 610832.14 7807737.72, 610830.31 7807738.45, 610827.39 7807738.38, 610826.07 7807738.01, 610824.90 7807737.57, 610823.14 7807735.89, 610822.19 7807734.50, 610821.53 7807732.67, 610821.46 7807730.92, 610822.04 7807729.09, 610822.78 7807727.33, 610823.51 7807725.58, 610824.17 7807723.89, 610824.46 7807721.33, 610823.87 7807718.99, 610822.85 7807717.09, 610822.97 7807716.50, 610824.31 7807717.82, 610831.49 7807724.26))
1240;306691;PRACA;SILVINO HOYOS PILOTO;POLYGON ((610419.79 7806787.41, 610419.87 7806788.56, 610419.80 7806789.10, 610419.50 7806789.57, 610418.81 7806790.19, 610417.81 7806790.36, 610416.76 7806790.32, 610415.94 7806789.75, 610396.65 7806773.79, 610370.42 7806751.53, 610369.68 7806750.49, 610369.37 7806749.88, 610369.21 7806749.26, 610369.58 7806748.25, 610370.89 7806746.62, 610390.51 7806723.51, 610391.43 7806722.57, 610392.13 7806722.10, 610393.86 7806721.43, 610395.06 7806721.23, 610396.14 7806721.22, 610398.31 7806722.12, 610402.67 7806725.49, 610403.26 7806726.22, 610403.62 7806727.03, 610404.21 7806728.30, 610406.54 7806733.90, 610407.93 7806737.77, 610419.79 7806787.41))
1958;303135;PRACA;NELSON SANT'ANA DE JESUS;POLYGON ((610484.04 7802850.57, 610490.37 7802848.78, 610494.76 7802849.14, 610498.28 7802850.16, 610515.22 7802859.44, 610540.65 7802875.22, 610606.20 7802918.03, 610606.83 7802918.93, 610606.65 7802920.60, 610600.36 7802930.29, 610598.41 7802931.02, 610594.02 7802929.88, 610586.39 7802926.63, 610579.06 7802922.54, 610569.53 7802916.09, 610559.33 7802908.68, 610558.76 7802907.71, 610558.68 7802906.93, 610559.20 7802905.78, 610562.25 7802900.29, 610556.39 7802895.82, 610552.49 7802902.95, 610508.86 7802873.43, 610498.32 7802865.48, 610484.04 7802850.57))
1959;120380;PRACA;MALTA;POLYGON ((608316.38 7809859.51, 608316.42 7809856.57, 608316.92 7809853.25, 608317.64 7809851.80, 608318.63 7809850.43, 608319.68 7809849.16, 608320.93 7809848.10, 608322.34 7809847.34, 608325.54 7809846.36, 608328.88 7809846.02, 608331.66 7809846.78, 608333.82 7809848.40, 608334.72 7809849.52, 608335.41 7809851.01, 608335.86 7809852.53, 608336.16 7809854.29, 608336.30 7809857.87, 608336.13 7809859.69, 608335.77 7809861.43, 608335.18 7809863.08, 608334.29 7809864.67, 608333.11 7809866.06, 608331.91 7809867.11, 608330.54 7809867.86, 608328.68 7809868.45, 608326.73 7809868.82, 608324.72 7809868.75, 608322.81 7809868.33, 608321.15 7809867.54, 608319.73 7809866.38, 608318.53 7809864.86, 608317.60 7809863.29, 608316.38 7809859.51))
416;84469;PRACA;DA ALVORADA;POLYGON ((609529.57 7809278.16, 609529.55 7809278.67, 609529.51 7809279.18, 609529.42 7809279.65, 609529.30 7809280.15, 609529.15 7809280.62, 609529.00 7809281.10, 609528.80 7809281.55, 609528.56 7809282.00, 609528.30 7809282.43, 609528.02 7809282.84, 609527.70 7809283.25, 609527.37 7809283.62, 609527.00 7809283.97, 609526.61 7809284.31, 609526.22 7809284.61, 609525.80 7809284.90, 609525.36 7809285.16, 609524.89 7809285.39, 609524.42 7809285.59, 609523.94 7809285.77, 609523.46 7809285.91, 609522.95 7809286.02, 609522.45 7809286.12, 609521.94 7809286.17, 609521.41 7809286.19, 609520.90 7809286.18, 609520.39 7809286.15, 609519.89 7809286.08, 609519.37 7809285.97, 609518.89 7809285.84, 609518.39 7809285.68, 609517.92 7809285.50, 609517.46 7809285.28, 609517.01 7809285.03, 609516.57 7809284.76, 609516.16 7809284.47, 609515.75 7809284.15, 609515.38 7809283.79, 609515.05 7809283.44, 609514.70 7809283.05, 609514.41 7809282.64, 609514.15 7809282.22, 609513.89 7809281.78, 609513.68 7809281.34, 609513.49 7809280.86, 609513.34 7809280.39, 609513.22 7809279.90, 609513.12 7809279.40, 609513.04 7809278.92, 609513.02 7809278.41, 609513.02 7809277.93, 609513.04 7809277.42, 609513.12 7809276.93, 609513.22 7809276.44, 609513.34 7809275.95, 609513.49 7809275.48, 609513.68 7809275.00, 609513.89 7809274.56, 609514.15 7809274.12, 609514.41 7809273.70, 609514.70 7809273.29, 609515.05 7809272.90, 609515.38 7809272.54, 609515.75 7809272.18, 609516.16 7809271.86, 609516.57 7809271.57, 609517.01 7809271.30, 609517.46 7809271.05, 609517.92 7809270.83, 609518.39 7809270.65, 609518.89 7809270.49, 609519.37 7809270.36, 609519.89 7809270.25, 609520.39 7809270.18, 609520.90 7809270.15, 609521.41 7809270.14, 609521.94 7809270.16, 609522.45 7809270.21, 609522.95 7809270.31, 609523.46 7809270.42, 609523.94 7809270.56, 609524.42 7809270.74, 609524.89 7809270.94, 609525.36 7809271.17, 609525.80 7809271.43, 609526.22 7809271.72, 609526.61 7809272.02, 609527.00 7809272.36, 609527.37 7809272.71, 609527.70 7809273.09, 609528.02 7809273.50, 609528.30 7809273.90, 609528.56 7809274.33, 609528.80 7809274.79, 609529.00 7809275.24, 609529.15 7809275.72, 609529.30 7809276.19, 609529.42 7809276.68, 609529.51 7809277.16, 609529.55 7809277.67, 609529.57 7809278.16))
